replicate,Rep1,Rep1,Rep1,Rep1,Rep2,Rep2,Rep2,Rep2,ave_Rep1_Rep2,ave_Rep1_Rep2,ave_Rep1_Rep2,ave_Rep1_Rep2
measurement,transcripts,Mann-Whitney p-value,average phenotype of strongest 3,sgRNAs passing read count filter,transcripts,Mann-Whitney p-value,average phenotype of strongest 3,sgRNAs passing read count filter,transcripts,Mann-Whitney p-value,average phenotype of strongest 3,sgRNAs passing read count filter
ACSS1,P1P2,0.34963539,0.012245116,10,P1P2,0.144806664,0.001889282,10,P1P2,0.348898406,0.003812536,10
ACSS2,P1P2,0.044637811,-0.058669595,10,P1P2,0.067801246,-0.059961485,10,P1P2,0.009703166,-0.047449434,10
ACSS3,P1P2,0.295146267,-0.026605943,9,P1P2,0.348597313,-0.009764053,9,P1P2,0.328372346,-0.020352633,9
ACTA1,P1,0.179738142,-0.200126186,10,P1,0.205244462,-0.18313661,10,P1,0.0710035,-0.186721029,10
ACTA2,P1,0.03253295,0.040176917,10,P1,0.219421058,-0.016393689,10,P1,0.499544077,0.021582926,10
ACTB,P1P2,0.373590308,0.031033579,10,P1P2,0.138502659,-0.05459822,10,P1P2,0.913382635,-0.001176008,10
ACTBL2,P1P2,0.513968203,-0.005251797,10,P1P2,0.961145955,-0.006007493,10,P1P2,0.649080106,-0.005046758,10
ACTC1,P1P2,0.617834402,-0.015826423,10,P1P2,0.871651381,0.00418514,10,P1P2,0.803249572,0.000712997,10
ACTG1,P1P2,0.765225538,-0.040608013,10,P1P2,0.028228809,-0.054021067,10,P1P2,0.186841205,-0.044932438,10
ACTG2,P2,0.09812627,-0.017713726,10,P2,0.397605096,0.011278898,10,P1,0.22553663,0.02382312,10
ACTL10,P1P2,0.901370339,0.01239046,10,P1P2,0.179193822,-0.021631177,10,P1P2,0.573376794,-0.008808652,10
ACTL6A,P1P2,4.39E-07,-0.155830819,10,P1P2,2.45E-07,-0.196390742,10,P1P2,1.17E-07,-0.17611078,10
ACTL6B,P1P2,0.215232732,-0.08720438,10,P1P2,0.793622159,-0.086411728,10,P1P2,0.229462827,-0.084222292,10
ACTL7A,P1P2,0.407287867,-0.000245206,10,P1P2,0.297375851,-0.040626174,10,P1P2,0.762762096,-0.00642066,10
ACTL7B,P1P2,0.47897913,0.029273996,10,P1P2,0.407577085,0.041896902,10,P1P2,0.457091042,0.032810733,10
ACTL8,P1P2,0.890438798,-0.021484961,10,P1P2,0.114610804,-0.024623884,10,P1P2,0.312299704,-0.023054422,10
ACTL9,P1P2,0.809085313,0.010826398,10,P1P2,0.369668825,0.009928583,10,P1P2,0.878367347,0.013130806,10
ACTN1,P1P2,0.562149824,-0.019551385,10,P1P2,0.678973453,0.00767557,10,P1P2,0.840627032,-0.011441462,10
ACTN2,P1P2,0.908860734,-0.016106524,10,P1P2,0.108111016,-0.015962577,10,P1P2,0.493275161,-0.021583798,10
ACTN3,P1P2,0.697847201,0.009551629,10,P1P2,0.905658008,0.010691053,10,P1P2,0.840854752,0.00966379,10
ACTN4,P1P2,0.775011759,-0.008748513,10,P1P2,0.229066884,0.044551872,10,P1P2,0.577548223,0.013804056,10
ACTR10,P1P2,0.107507954,-0.222628255,10,P1P2,1.30E-05,-0.282338034,10,P1P2,0.000919698,-0.252483144,10
ACTR1A,P1P2,0.161458999,0.000384025,10,P1P2,0.233373364,-0.034848309,10,P1P2,0.050738001,-0.017989659,10
ACTR1B,P1P2,0.213140047,-0.023533338,10,P1P2,0.256862892,-0.029827711,10,P1P2,0.098717068,-0.025676999,10
ACTR2,P1P2,0.331219066,-0.039315582,10,P1P2,0.209753127,-0.009573662,10,P1P2,0.10338058,-0.024331627,10
ACTR3,P1P2,0.009536098,-0.031806828,10,P1P2,0.066240058,-0.03818592,10,P1P2,0.002968886,-0.030535487,10
ACTR3B,P1P2,0.803004241,0.009168244,10,P1P2,0.515957341,0.021095227,10,P1P2,0.34486759,0.006784639,10
ACTR3C,P1P2,0.975283405,0.007552693,10,P1P2,0.907962724,0.008570679,10,P1P2,0.938600272,0.004126885,10
ACTR5,P1P2,4.57E-05,-0.119490752,10,P1P2,4.38E-06,-0.151422984,10,P1P2,1.01E-05,-0.135456868,10
ACTR6,P1P2,2.28E-05,-0.187124166,10,P1P2,1.48E-06,-0.241110402,10,P1P2,7.76E-07,-0.214117284,10
ACTR8,P1P2,0.000163065,-0.078703276,10,P1P2,2.52E-06,-0.114623053,10,P1P2,8.84E-07,-0.093373175,10
ACTRT1,P1P2,0.844890863,0.011437162,10,P1P2,0.831409345,0.009664948,10,P1P2,0.595787485,0.003479694,10
ACTRT2,P1P2,0.148547667,-0.015783311,9,P1P2,0.522836049,-0.003848714,9,P1P2,0.161740171,-0.018341139,9
ACTRT3,P1P2,0.541345684,-0.01759486,10,P1P2,0.650770973,-0.012602006,10,P1P2,0.319466021,-0.006275255,10
ACVR1,P1P2,0.561757446,-0.012973713,10,P1P2,0.074682597,-0.02070926,10,P1P2,0.135597666,-0.01045634,10
ACVR1B,P1P2,0.417573012,-0.007300596,10,P1P2,0.631102453,0.01511854,10,P1P2,0.883652183,-0.005128238,10
ACVR1C,P1P2,0.708640677,-0.00950241,10,P1P2,0.176944932,-0.029870318,10,P1P2,0.240364071,-0.021613879,10
ACVR2A,P1P2,0.001384321,0.054013584,10,P1P2,0.736493028,-0.011724721,10,P1P2,0.008337938,0.024527686,10
ACVR2B,P1P2,0.259117561,0.011876539,9,P1P2,0.701154498,0.011284063,10,P1P2,0.511462658,0.006537478,9
ACVRL1,P1P2,0.602957338,-0.000466394,9,P1P2,0.269478695,-0.026881313,9,P1P2,0.309151923,-0.006260804,9
ACY1,P1P2,0.639664557,0.011875894,9,P1P2,0.78800748,0.017741059,9,P1P2,0.717025567,0.020291328,9
ACY3,P2,0.002732818,0.031534017,10,P1,0.364262314,0.030567201,10,P2,0.080197773,0.005605176,10
ACYP1,P2,0.755255532,-0.02180632,10,P2,0.168968877,-0.03395707,10,P2,0.324731932,-0.022862483,10
ACYP2,P1P2,0.063095141,-0.026776125,10,P1P2,0.712722188,0.016017451,10,P1P2,0.289978233,-0.003315964,10
ADA,P1P2,0.362292625,-0.023307424,10,P1P2,0.065088704,-0.05247802,10,P1P2,0.118977933,-0.041993168,10
ADAD1,P1P2,0.04887843,-0.016717565,10,P1P2,0.624911862,0.011321967,10,P1P2,0.168223226,-0.007391109,10
ADAD2,P1P2,0.989903144,-0.020090967,10,P1P2,0.894951822,-0.019025203,10,P1P2,0.899997913,-0.021291782,10
ADAL,P1P2,0.227147245,0.005302464,10,P1P2,0.242040747,-0.024947676,10,P1P2,0.795375482,-0.001826531,10
ADAM10,P1P2,0.04029548,-0.145316375,9,P1P2,0.332750813,-0.163864589,9,P1P2,0.050012034,-0.153883096,9
ADAM11,P1P2,0.300155801,0.020948514,10,P1P2,0.52815137,0.002755033,10,P1P2,0.582332993,0.026986215,10
ADAM12,P1P2,0.802554261,0.007195121,10,P1P2,0.327525351,-0.015891722,10,P1P2,0.368722553,-0.007588916,10
ADAM15,P1P2,0.745546332,0.010633323,10,P1P2,0.836062828,-0.004778045,10,P1P2,0.639680428,-0.01047433,10
ADAM17,P1P2,0.779025635,-0.015370596,10,P1P2,0.168339044,-0.013277617,10,P1P2,0.488692684,-0.02695597,10
ADAM18,P1P2,0.039109322,-0.050573635,10,P1P2,0.835722133,-0.060305976,10,P1P2,0.142124805,-0.055439806,10
ADAM19,P1P2,0.547333299,-0.012543093,10,P1P2,0.293817193,0.020239601,10,P1P2,0.441558279,0.006865566,10
ADAM2,P1P2,0.219407828,0.003374788,10,P1P2,0.575670255,-0.006419907,10,P1P2,0.658114567,0.004212971,10
ADAM20,P1P2,0.494929002,-0.006420596,10,P1P2,0.209119741,0.018127252,10,P1P2,0.432624655,-0.007162812,10
ADAM21,P1P2,0.519234634,0.003428632,10,P1P2,0.24110558,-0.011157381,10,P1P2,0.60999388,-0.004976906,10
ADAM22,P1P2,0.955688297,0.003133615,10,P1P2,0.26177592,0.022699918,10,P1P2,0.423796562,-0.008099928,10
ADAM23,P1P2,0.673468392,0.010408642,10,P1P2,0.609551445,0.003358144,10,P1P2,0.397465221,0.012371135,10
ADAM28,P1P2,0.759128018,-0.003563528,10,P1P2,0.745171279,0.032953882,10,P1P2,0.314816803,0.005522068,10
ADAM29,P1P2,0.218317839,0.018997803,10,P1P2,0.544731995,-0.014784211,10,P1P2,0.568034614,0.004837214,10
ADAM30,P1P2,0.66922567,-0.010856073,10,P1P2,0.414030028,0.011896514,10,P1P2,0.974792629,0.006392069,10
ADAM32,P1P2,0.395697189,-0.070832169,10,P1P2,0.124023252,-0.139482508,10,P1P2,0.981993267,-0.105157339,10
ADAM33,P1P2,0.450641099,-0.014043814,10,P1P2,0.672170351,-0.004517239,10,P1P2,0.537643979,-0.008504519,10
ADAM7,P1P2,0.133887229,0.058647154,10,P1P2,0.592147914,-0.007761442,10,P1P2,0.077960406,0.029076424,10
ADAM8,P1P2,0.840339122,0.021702652,10,P1P2,0.887595104,0.017597283,10,P1P2,0.948566899,0.012562327,10
ADAM9,P1P2,0.980155971,0.004384893,10,P1P2,0.316652904,-0.005868292,10,P1P2,0.664447478,-0.008713036,10
ADAMDEC1,P1P2,0.304930587,0.021939206,10,P1P2,0.399392373,0.021415225,10,P1P2,0.146123011,0.007168781,10
ADAMTS1,P1,0.590743257,0.007755936,10,P1,0.04745514,0.002556539,10,P1,0.074014231,0.003908914,10
ADAMTS10,P1P2,0.709723293,0.017586171,10,P1P2,0.097743355,0.03373284,10,P1P2,0.244234879,0.031051926,10
ADAMTS12,P1P2,0.775903216,-0.005371196,10,P1P2,0.774401653,0.010306367,10,P1P2,0.779913879,0.008884359,10
ADAMTS13,P1P2,0.850131764,-0.031889905,10,P1P2,0.115852535,-0.021861496,10,P1P2,0.430407708,-0.029768074,10
ADAMTS14,P1P2,0.143183675,0.066293146,10,P1P2,0.544731995,-0.038703699,10,P1P2,0.143315345,0.000886913,10
ADAMTS15,P1P2,0.386537792,-0.017408735,10,P1P2,0.041413583,-0.080339641,10,P1P2,0.555662967,-0.056381686,10
ADAMTS16,P1,0.747263193,0.018726391,8,P1,0.402046902,-0.039777884,9,P2,0.605248395,-0.002208193,9
ADAMTS17,P1P2,0.233135195,0.01116463,10,P1P2,0.512018942,-0.017923343,10,P1P2,0.470594432,-0.014492294,10
ADAMTS18,P1P2,0.284296063,-0.026489868,10,P1P2,0.519062784,-0.006089847,10,P1P2,0.248149247,-0.016706534,10
ADAMTS19,P1P2,0.408606431,-0.016559947,10,P1P2,0.175642827,-0.014122632,10,P1P2,0.153619855,-0.012907393,10
ADAMTS2,P1P2,0.154562238,-0.014237596,10,P1P2,0.708714506,-0.014567971,10,P1P2,0.37668743,-0.018494803,10
ADAMTS20,P1P2,0.455370323,-0.011210563,10,P1P2,0.47972835,0.011633011,10,P1P2,0.994307114,-0.005781727,10
ADAMTS3,P1P2,0.002595286,0.032406231,10,P1P2,0.438804093,-0.006308115,10,P1P2,0.068800873,0.008902323,10
ADAMTS4,P1P2,0.744335482,-0.088407599,10,P1P2,0.039942455,-0.115491391,10,P1P2,0.164832139,-0.097384279,10
ADAMTS5,P1P2,0.089684983,-0.007399668,10,P1P2,0.723157313,-0.007413313,10,P1P2,0.139688441,0.005149555,10
ADAMTS6,P1P2,0.944684283,0.000345637,10,P1P2,0.62131283,0.004264247,10,P1P2,0.882502856,-0.004309957,10
ADAMTS7,P1P2,0.869785082,0.01191444,10,P1P2,0.989209716,0.010178053,10,P1P2,0.988963031,0.008198709,10
ADAMTS8,P1P2,0.0516968,0.046834841,10,P1P2,0.720434779,0.023801825,10,P1P2,0.051396327,0.03128758,10
ADAMTS9,P1P2,0.062663006,-0.083490351,10,P1P2,0.003112716,-0.113684036,10,P1P2,0.000795127,-0.094591918,10
ADAMTSL1,P1P2,0.916590086,-0.001749588,10,P1P2,0.537416277,-0.015833808,10,P1P2,0.659379206,-0.012495291,10
ADAMTSL2,P1P2,0.123852359,-0.015772544,10,P1P2,0.510429299,-0.006898278,10,P1P2,0.108217554,-0.017399961,10
ADAMTSL3,P1P2,0.188675816,-0.04418054,10,P1P2,0.03858414,-0.017067079,10,P1P2,0.023926254,-0.036796146,10
ADAMTSL4,P1P2,0.419287049,0.003991551,8,P1P2,0.613702857,0.013191572,8,P1P2,0.274605989,0.009854923,8
ADAMTSL5,P1P2,0.793120011,0.012371271,10,P1P2,0.121204579,-0.022461161,10,P1P2,0.393255287,-0.003239211,10
ADAP1,P1P2,0.791326393,-0.029818831,10,P1P2,0.548796008,-0.106738442,10,P1P2,0.831302192,-0.075069209,10
ADAP2,P1P2,0.513968203,0.022986161,10,P1P2,0.570226229,-0.001326734,10,P1P2,0.350098446,0.014078265,10
ADAR,P1,0.009431376,-0.032295551,9,P1,0.005507279,-0.040816329,9,P1,0.000951094,-0.034456611,9
ADARB1,P1P2,0.21122141,-0.02768516,10,P1P2,0.208698255,-0.02688997,10,P1P2,0.048771917,-0.026424466,10
ADARB2,ENST00000381312.1,0.276711216,0.011688793,10,ENST00000381312.1,0.49375739,-0.017212747,10,ENST00000381312.1,0.464704232,-0.01663864,10
ADAT1,P1P2,0.807056989,-0.010183457,10,P1P2,0.952456648,0.009710746,10,P1P2,0.619821496,0.009410003,10
ADAT2,P1P2,0.001928519,-0.116212224,10,P1P2,0.114443809,-0.132137358,10,P1P2,0.023529969,-0.120265628,10
ADAT3,P2,0.004047945,-0.047083714,10,P2,0.085243263,-0.057183556,10,P2,0.004942357,-0.051195713,10
ADC,P1P2,0.933690814,-0.008957473,10,P1P2,0.2322914,-0.041545964,10,P1P2,0.682306289,-0.019464825,10
ADCK1,P1P2,0.275748869,0.021898753,10,P1P2,0.947245709,0.00279622,10,P1P2,0.489424335,0.00463402,10
ADCK2,P1P2,0.747088322,-0.01112737,10,P1P2,0.331637101,-0.008375541,10,P1P2,0.587136191,-0.018275059,10
ADCK3,P1P2,0.734890831,0.016247575,10,P1P2,0.654755603,-0.030238822,10,P1P2,0.981993267,0.004012089,10
ADCK4,P1P2,0.695588228,0.043331111,10,P1P2,0.237736938,-0.034156072,10,P1P2,0.533616169,-0.001814432,10
ADCK5,P1P2,0.269013383,-0.093244982,10,P1P2,0.5650035,-0.09812192,10,P1P2,0.371833464,-0.108404309,10
ADCY1,P1P2,0.09391509,-0.031423028,10,P1P2,0.895872061,0.007420406,10,P1P2,0.215769549,-0.01103005,10
ADCY10,P1P2,0.732371648,-0.002705329,10,P1P2,0.570720125,-0.003749073,10,P1P2,0.744403614,-0.005408146,10
ADCY2,P1P2,0.197531996,-0.090158976,10,P1P2,0.346624903,-0.112533472,10,P1P2,0.117128472,-0.104941978,10
ADCY3,P1P2,0.340126463,0.016905825,10,P1P2,0.631826389,0.001258426,10,P1P2,0.239897837,0.005182102,10
ADCY4,P1P2,0.09263805,-0.035832888,10,P1P2,0.736164128,-0.004509072,10,P1P2,0.360251366,-0.014780291,10
ADCY5,P1P2,0.170755389,0.009597241,10,P1P2,0.059243251,-0.003977769,10,P1P2,0.065965972,-0.012697824,10
ADCY6,P1P2,0.482599888,-0.026370472,10,P1P2,0.961377737,0.004390425,10,P1P2,0.454803248,-0.006550135,10
ADCY7,P1P2,0.337848687,-0.014083164,10,P1P2,0.848006103,-0.010839224,10,P1P2,0.551568516,-0.009589036,10
ADCY8,P1P2,0.637956735,-0.020180958,10,P1P2,0.20080666,0.004504475,10,P1P2,0.395356867,-0.007811665,10
ADCY9,P1P2,0.290082914,-0.00988746,9,P1P2,0.790367994,0.006780969,9,P1P2,0.53665616,-0.00720839,9
ADCYAP1,P1P2,0.336384368,0.038321542,10,P1P2,0.204206107,-0.028985394,10,P1P2,0.970844726,0.00549072,10
ADCYAP1R1,P1P2,0.070916774,-0.0345018,10,P1P2,0.346401416,-0.004356412,10,P1P2,0.136822747,-0.035045441,10
ADD1,P1P2,0.591848511,0.011334919,10,P1P2,0.155051384,-0.023561868,10,P1P2,0.329909439,-0.009358185,10
ADD2,P1P2,0.516033839,-0.016452504,10,P1P2,0.2322914,-0.009425229,10,P1P2,0.240597428,-0.013481301,10
ADD3,P1P2,0.753487295,-0.003842159,10,P1P2,0.027331996,-0.051066129,10,P1P2,0.132947354,-0.014999958,10
ADGB,P1P2,0.067947329,-0.046275457,10,P1P2,0.826308664,-0.008575202,10,P1P2,0.119322924,-0.02607517,10
ADH1A,P1P2,0.918090748,-0.011012321,10,P1P2,0.212140693,-0.005714086,10,P1P2,0.363010206,-0.004338983,10
ADH1B,P1P2,0.471782325,0.01254621,10,P1P2,0.023949958,-0.030494315,10,P1P2,0.271032317,-0.00634436,10
ADH1C,P1P2,0.959281011,-0.023305346,10,P1P2,0.203533229,-0.00278182,10,P1P2,0.357353577,-0.010616863,10
ADH4,P1P2,0.505005113,0.007546199,10,P1P2,0.304100034,-0.010990725,10,P1P2,0.911073063,-0.010667922,10
ADH5,P1P2,0.457657283,-0.053565784,10,P1P2,0.422559077,-0.010439944,10,P1P2,0.078799586,-0.024956342,10
ADH6,P1P2,0.064469334,-0.004326141,10,P1P2,0.718259298,0.003875187,10,P1P2,0.365165088,-0.005555013,10
ADH7,P1P2,0.883774894,0.014525962,10,P1P2,0.615164126,0.016191595,10,P1P2,0.633238462,0.016779542,10
ADHFE1,P1P2,0.342635958,-0.026202968,10,P1P2,0.668461185,0.009393286,10,P1P2,0.504366346,-0.018183396,10
ADI1,P1P2,0.253215173,0.037627419,10,P1P2,0.820536752,-0.014390321,10,P1P2,0.591756395,0.010516746,10
ADIG,P1P2,0.143263175,0.031579443,10,P1P2,0.1262427,-0.011356936,10,P1P2,0.821321433,0.002239865,10
ADIPOQ,P1P2,0.939981359,0.00676488,9,P1P2,0.811458963,-0.008895522,9,P1P2,0.439204967,0.00253867,9
ADIPOR1,P1P2,0.991992069,-0.013456349,10,P1P2,0.340475643,0.01015573,10,P1P2,0.75921235,0.005401787,10
ADIPOR2,P1P2,0.773897854,0.023315145,10,P1P2,0.766507015,-0.040029585,10,P1P2,0.717683121,-0.002543252,10
ADIRF,P1P2,0.26140208,-0.020884685,10,P1P2,0.385866715,0.007488914,10,P1P2,0.766761529,-0.005270271,10
ADK,P2,0.072730398,-0.042798782,10,P2,0.329108405,-0.029162731,10,P2,0.102826617,-0.040086568,10
ADM,P1P2,0.799421634,0.012500772,9,P1P2,0.903602466,0.005115658,9,P1P2,0.891206802,0.007675069,9
ADM2,P1P2,0.796710523,0.015491479,10,P1P2,0.885872249,-0.017498174,10,P1P2,0.414574832,-0.013170629,10
ADM5,P1P2,0.106368662,0.018724027,10,P1P2,0.232746529,0.01143895,10,P1P2,0.048539015,0.026522418,10
ADNP,P1P2,0.006879641,-0.064188055,10,P1P2,0.04692082,-0.064985598,10,P1P2,0.017851402,-0.064586827,10
ADNP2,P1P2,0.005190279,-0.077257183,10,P1P2,0.007145783,-0.13855598,10,P1P2,0.00066692,-0.105588117,10
ADO,P1P2,0.24144786,-0.026937463,10,P1P2,0.263759198,-0.040234997,10,P1P2,0.133323495,-0.03389184,10
ADORA1,P1P2,0.024852097,0.042123671,10,P1P2,0.686765265,-0.007930292,10,P1P2,0.105557464,0.019454795,10
ADORA2A,P1P2,0.057531774,-0.057561249,10,P1P2,0.389461943,-0.038578895,10,P1P2,0.062077913,-0.052728229,10
ADORA2B,P1P2,0.447851772,-0.043001016,10,P1P2,0.153369526,-0.033873353,10,P1P2,0.316502256,-0.044886467,10
ADORA3,P1,0.786399662,0.001403558,10,P2,0.167442341,0.0160604,10,P2,0.407943273,0.009909672,10
ADPGK,P1P2,0.689899051,0.007841972,10,P1P2,0.076767587,-0.042855525,10,P1P2,0.633238462,-0.027229887,10
ADPRH,P1P2,0.452126922,-0.006770827,10,P1P2,0.175550093,0.009893386,10,P1P2,0.732536321,0.008656428,10
ADPRHL1,P2,0.829210196,0.031778856,10,P1,0.081257433,-0.022642244,10,P1,0.371521642,-0.007603573,10
ADPRHL2,P1P2,0.697847201,0.007417,10,P1P2,0.150047478,0.047042978,10,P1P2,0.119945883,0.026963946,10
ADPRM,P1P2,1.78E-07,-0.147099527,10,P1P2,9.80E-08,-0.151404176,10,P1P2,7.22E-08,-0.148685531,10
ADRA1A,P1P2,0.907016166,0.00494346,10,P1P2,0.469127704,0.01614819,10,P1P2,0.576951431,0.009573755,10
ADRA1B,P1P2,0.945147411,0.014398758,10,P1P2,0.894836802,0.017827876,10,P1P2,0.328610078,-0.013430577,10
ADRA1D,P1P2,0.771448905,-0.036349383,10,P1P2,0.552291318,-0.029552883,10,P1P2,0.680170641,-0.032996733,10
ADRA2A,P1P2,0.309374165,0.007495435,9,P1P2,0.40221913,-0.019812594,9,P1P2,0.915766165,-0.001500757,9
ADRA2B,P1P2,0.338362163,-0.018315382,10,P1P2,0.929662294,0.032159391,10,P1P2,0.586935692,-0.005895474,10
ADRA2C,P1P2,0.733357074,0.006308808,10,P1P2,0.077083174,-0.009049174,10,P1P2,0.282478053,-0.00345763,10
ADRB1,P1P2,0.984565127,0.039290127,10,P1P2,0.569535118,0.006406784,10,P1P2,0.858656498,0.022425168,10
ADRB2,P1P2,0.895729496,-0.013714599,10,P1P2,0.988629631,-0.016337112,10,P1P2,0.945552812,-0.021632615,10
ADRB3,P1P2,0.7937929,-0.01131321,10,P1P2,0.778525083,-0.017845956,10,P1P2,0.826081475,-0.018547953,10
ADRBK1,P1P2,0.433967728,-0.015061793,10,P1P2,0.564905179,-0.019684029,10,P1P2,0.542458817,-0.017788013,10
ADRBK2,P1P2,0.157899643,0.014880062,9,P1P2,0.135126749,-0.03072757,10,P1P2,0.439568303,-0.000404216,9
ADRM1,P1P2,0.255275341,-0.023859005,10,P1P2,0.23549059,-0.025342105,10,P1P2,0.086259776,-0.037615605,10
ADSL,P1P2,7.65E-07,-0.160265968,10,P1P2,7.50E-07,-0.195203556,10,P1P2,2.05E-07,-0.173709285,10
ADSS,P1P2,0.036531399,-0.11979274,10,P1P2,0.391146667,-0.127297064,10,P1P2,0.059238935,-0.123544902,10
ADSSL1,P1P2,0.104945603,-0.037629392,9,P1P2,0.96869397,0.034761683,9,P1P2,0.251053775,-0.006398611,9
ADTRP,P1P2,0.542309209,-0.017548969,10,P1P2,0.5734897,-0.001047853,10,P1P2,0.357049403,-0.00676647,10
AEBP1,P1P2,0.150392625,-0.041655817,10,P1P2,0.923538859,-0.038969979,10,P1P2,0.33135707,-0.044393718,10
AEBP2,P1P2,0.308302768,-0.034187418,10,P1P2,0.44632101,-0.004036446,10,P1P2,0.201028301,-0.021393904,10
AEN,P1P2,0.8131458,-0.006754019,10,P1P2,0.50437513,-0.033998831,10,P1P2,0.482497519,-0.005027538,10
AES,P1P2,0.417238863,0.025276638,10,P1P2,0.099046226,0.050052448,10,P1P2,0.192941868,0.03686025,10
AFAP1,P1P2,0.443057247,-0.010853248,9,P1P2,0.83436274,-0.012163672,9,P1P2,0.549892575,-0.010428334,9
AFAP1L1,P1P2,0.316555214,-0.022554515,8,P1P2,0.886073315,0.002214186,8,P1P2,0.308554305,-0.009654047,8
AFAP1L2,P1P2,0.275428595,0.084411181,10,P1P2,0.642206607,0.024919246,10,P1P2,0.316220937,0.055598652,10
AFF1,P1P2,0.35437693,-0.074885717,10,P1P2,0.079946234,-0.006859176,10,P1P2,0.093537702,-0.015525246,10
AFF2,P1P2,0.485143241,-0.046743127,10,P1P2,0.882887249,0.017757581,10,P1P2,0.989195373,-0.002628842,10
AFF3,P1P2,0.381294625,0.011065675,10,P1P2,0.959987091,0.00294851,10,P1P2,0.555272381,0.001678622,10
AFF4,P1P2,0.329701182,-0.021408086,10,P1P2,0.286128467,-0.027136262,10,P1P2,0.273831588,-0.030467062,10
AFG3L2,P1P2,1.07E-05,-0.286639221,10,P1P2,1.07E-05,-0.332283746,10,P1P2,1.18E-05,-0.309461484,10
AFM,P1P2,0.962990487,0.015431931,10,P1P2,0.081868461,-0.021862031,10,P1P2,0.468090539,-0.000689158,10
AFMID,P1P2,0.239002066,0.012375477,10,P1P2,0.874629899,-0.010071294,10,P1P2,0.389232853,0.005796658,10
AFP,P1,0.083954195,0.007230659,10,P1,0.015058027,-0.032351601,10,P2,0.716160045,-0.001131795,10
AFTPH,P1P2,0.436364319,0.00553032,10,P1P2,0.055063333,-0.024141774,10,P1P2,0.994074756,-0.029989735,10
AGA,P1P2,0.305204946,-0.048984831,10,P1P2,0.445887028,-0.000368942,10,P1P2,0.734509856,-0.016580544,10
AGAP1,P1P2,0.97479946,-0.041246603,9,P1P2,0.721283985,-0.00515312,9,P1P2,0.714274683,-0.0211754,9
AGAP10,ENST00000413193.2,0.571804214,-0.017237842,10,ENST00000413193.2,0.496884039,-0.005141644,10,ENST00000413193.2,0.43776584,-0.013872802,10
AGAP11,P1P2,0.686472517,-0.010788413,10,P1P2,0.250452262,0.000794559,10,P1P2,0.810014757,0.003694672,10
AGAP2,P1P2,0.585931481,-0.012896962,10,P1P2,0.533203538,0.006828986,10,P1P2,0.813402713,-0.011617681,10
AGAP3,P1P2,0.112853851,-0.036975657,10,P1P2,0.681211466,0.003473819,10,P1P2,0.195744486,-0.006456739,10
AGAP9,ENST00000453919.1,0.571804214,-0.017237842,10,ENST00000453919.1,0.496884039,-0.005141644,10,ENST00000453919.1,0.43776584,-0.013872802,10
AGBL1,ENST00000421325.2,0.144780114,0.020304814,10,ENST00000441037.2,0.192886431,0.026452759,10,ENST00000441037.2,0.306478181,0.026474069,10
AGBL2,P1P2,0.326894228,-0.001609254,10,P1P2,0.719129218,-0.022774819,10,P1P2,0.423459138,0.002948894,10
AGBL3,P1P2,0.921901419,0.00840481,10,P1P2,0.128932069,-0.017497848,10,P1P2,0.403666859,-0.020417718,10
AGBL4,P1P2,0.083045757,0.017325352,10,P1P2,0.124201104,0.027164594,10,P1P2,0.018006594,0.022885641,10
AGBL5,P1,0.069720951,-0.134559345,10,P1,0.426946542,-0.166732263,10,P1,0.128937196,-0.150645804,10
AGER,P1P2,0.933922132,0.006763864,10,P1P2,0.520477534,0.008139436,10,P1P2,0.608974161,-0.001624726,10
AGFG1,P1P2,0.442907666,0.008663222,10,P1P2,0.590540639,-0.009044246,10,P1P2,0.23919968,0.008824087,10
AGFG2,P1P2,0.078770767,-0.064777559,10,P1P2,0.544538844,-0.048986484,10,P1P2,0.109438229,-0.045462063,10
AGGF1,P1P2,0.180731186,-0.049641276,10,P1P2,0.59567081,-0.00981198,10,P1P2,0.164213118,-0.026651053,10
AGK,P1P2,0.153385992,-0.011087073,10,P1P2,0.433918913,-0.032466582,10,P1P2,0.101178886,-0.010988332,10
AGL,P1P2,0.398941837,0.03667684,10,P1P2,0.929662294,-0.012048889,10,P1P2,0.505296512,0.004518166,10
AGMAT,P1P2,0.390057559,0.01138956,10,P1P2,0.856330311,0.026136505,10,P1P2,0.64594057,0.0118745,10
AGMO,P1P2,0.736864359,0.010716848,10,P1P2,0.298253112,-0.006539107,10,P1P2,0.563109483,0.007448189,10
AGO1,P1P2,0.733357074,-0.033496114,10,P1P2,0.10852652,-0.065421178,10,P1P2,0.453574036,-0.06189494,10
AGO2,P1P2,0.45880349,0.017549778,9,P1P2,0.610124255,0.02590993,9,P1P2,0.063747858,0.020274101,9
AGO3,P1P2,0.893543632,0.02476868,10,P1P2,0.409969224,-0.001500344,10,P1P2,0.679530446,0.01462934,10
AGO4,P1P2,0.316454118,-0.025278672,10,P1P2,0.056253154,-0.019581402,10,P1P2,0.040841649,-0.034910498,10
AGPAT1,P1,0.040898098,-0.053038668,10,P1,0.044171188,-0.067878535,10,P1,0.016258935,-0.059315914,10
AGPAT2,P1P2,0.627190378,-0.006883384,10,P1P2,0.781761331,0.03007471,10,P1P2,0.474723975,0.022965237,10
